date,datatype,station,value,station_name
2018-01-01,PRCP,GHCND:US1CTFR0039,0.0,"STAMFORD 4.2 S, CT US"
2018-01-01,PRCP,GHCND:US1NJBG0015,0.0,"NORTH ARLINGTON 0.7 WNW, NJ US"
2018-01-01,SNOW,GHCND:US1NJBG0015,0.0,"NORTH ARLINGTON 0.7 WNW, NJ US"
2018-01-01,PRCP,GHCND:US1NJBG0017,0.0,"GLEN ROCK 0.7 SSE, NJ US"
2018-01-01,SNOW,GHCND:US1NJBG0017,0.0,"GLEN ROCK 0.7 SSE, NJ US"
2018-01-01,SNWD,GHCND:US1NJBG0017,0.0,"GLEN ROCK 0.7 SSE, NJ US"
2018-01-01,PRCP,GHCND:US1NJBG0018,0.0,"PALISADES PARK 0.2 WNW, NJ US"
2018-01-01,SNOW,GHCND:US1NJBG0018,0.0,"PALISADES PARK 0.2 WNW, NJ US"
2018-01-01,SNWD,GHCND:US1NJBG0018,3.0,"PALISADES PARK 0.2 WNW, NJ US"
2018-01-01,PRCP,GHCND:US1NJBG0023,0.0,"OAKLAND 0.9 SSE, NJ US"
2018-01-01,SNOW,GHCND:US1NJBG0023,0.0,"OAKLAND 0.9 SSE, NJ US"
2018-01-01,SNWD,GHCND:US1NJBG0023,25.0,"OAKLAND 0.9 SSE, NJ US"
2018-01-01,PRCP,GHCND:US1NJBG0030,0.0,"OAKLAND 1.0 ESE, NJ US"
2018-01-01,PRCP,GHCND:US1NJBG0039,0.0,"RIVER EDGE 0.4 NNE, NJ US"
2018-01-01,SNOW,GHCND:US1NJBG0039,0.0,"RIVER EDGE 0.4 NNE, NJ US"
2018-01-01,PRCP,GHCND:US1NJBG0044,0.0,"TENAFLY 1.6 NW, NJ US"
2018-01-01,PRCP,GHCND:US1NJES0018,0.0,"MAPLEWOOD TWP 0.9 SE, NJ US"
2018-01-01,SNOW,GHCND:US1NJES0018,0.0,"MAPLEWOOD TWP 0.9 SE, NJ US"
2018-01-01,PRCP,GHCND:US1NJES0024,0.0,"CEDAR GROVE TWP 0.4 W, NJ US"
2018-01-01,SNOW,GHCND:US1NJES0024,0.0,"CEDAR GROVE TWP 0.4 W, NJ US"
2018-01-01,SNWD,GHCND:US1NJES0024,0.0,"CEDAR GROVE TWP 0.4 W, NJ US"
2018-01-01,PRCP,GHCND:US1NJHD0001,0.0,"HARRISON 0.3 N, NJ US"
2018-01-01,SNOW,GHCND:US1NJHD0001,0.0,"HARRISON 0.3 N, NJ US"
2018-01-01,SNWD,GHCND:US1NJHD0001,0.0,"HARRISON 0.3 N, NJ US"
2018-01-01,PRCP,GHCND:US1NJMD0043,0.0,"WOODBRIDGE TWP 1.1 ESE, NJ US"
2018-01-01,SNOW,GHCND:US1NJMD0043,0.0,"WOODBRIDGE TWP 1.1 ESE, NJ US"
2018-01-01,PRCP,GHCND:US1NJMD0045,0.0,"WOODBRIDGE TWP 1.1 NNE, NJ US"
2018-01-01,SNOW,GHCND:US1NJMD0045,0.0,"WOODBRIDGE TWP 1.1 NNE, NJ US"
2018-01-01,PRCP,GHCND:US1NJMD0062,0.0,"OLD BRIDGE TWP 5.1 NE, NJ US"
2018-01-01,SNOW,GHCND:US1NJMD0062,0.0,"OLD BRIDGE TWP 5.1 NE, NJ US"
2018-01-01,SNWD,GHCND:US1NJMD0062,0.0,"OLD BRIDGE TWP 5.1 NE, NJ US"
2018-01-01,WESF,GHCND:US1NJMD0062,0.0,"OLD BRIDGE TWP 5.1 NE, NJ US"
2018-01-01,PRCP,GHCND:US1NJMD0066,0.0,"SOUTH PLAINFIELD 0.7 NNE, NJ US"
2018-01-01,PRCP,GHCND:US1NJMD0070,0.0,"NEW BRUNSWICK 1.8 E, NJ US"
2018-01-01,SNOW,GHCND:US1NJMD0070,0.0,"NEW BRUNSWICK 1.8 E, NJ US"
2018-01-01,PRCP,GHCND:US1NJMD0073,0.0,"CARTERET 0.6 WSW, NJ US"
2018-01-01,PRCP,GHCND:US1NJMD0074,0.0,"HIGHLAND PARK 0.5 E, NJ US"
2018-01-01,PRCP,GHCND:US1NJMN0010,0.0,"EATONTOWN 1.2 NE, NJ US"
2018-01-01,SNOW,GHCND:US1NJMN0010,0.0,"EATONTOWN 1.2 NE, NJ US"
2018-01-01,PRCP,GHCND:US1NJMN0012,0.0,"COLTS NECK TWP 2.4 NW, NJ US"
2018-01-01,SNOW,GHCND:US1NJMN0012,0.0,"COLTS NECK TWP 2.4 NW, NJ US"
2018-01-01,PRCP,GHCND:US1NJMN0048,0.0,"LONG BRANCH 0.5 W, NJ US"
2018-01-01,SNOW,GHCND:US1NJMN0048,0.0,"LONG BRANCH 0.5 W, NJ US"
2018-01-01,SNWD,GHCND:US1NJMN0048,13.0,"LONG BRANCH 0.5 W, NJ US"
2018-01-01,PRCP,GHCND:US1NJMN0069,0.0,"LONG BRANCH 1.7 SSW, NJ US"
2018-01-01,SNOW,GHCND:US1NJMN0069,0.0,"LONG BRANCH 1.7 SSW, NJ US"
2018-01-01,PRCP,GHCND:US1NJMS0011,0.0,"BOONTON 0.6 NW, NJ US"
2018-01-01,SNOW,GHCND:US1NJMS0011,0.0,"BOONTON 0.6 NW, NJ US"
2018-01-01,PRCP,GHCND:US1NJMS0040,0.0,"CHATHAM 0.6 NW, NJ US"
2018-01-01,SNOW,GHCND:US1NJMS0040,0.0,"CHATHAM 0.6 NW, NJ US"
2018-01-01,PRCP,GHCND:US1NJMS0049,0.0,"FLORHAM PARK 0.2 WNW, NJ US"
2018-01-01,SNOW,GHCND:US1NJMS0049,0.0,"FLORHAM PARK 0.2 WNW, NJ US"
2018-01-01,PRCP,GHCND:US1NJMS0059,0.0,"MADISON 0.8 WSW, NJ US"
2018-01-01,PRCP,GHCND:US1NJMS0089,0.0,"PARSIPPANY TROY HILLS TWP 1.3, NJ US"
2018-01-01,SNOW,GHCND:US1NJMS0089,0.0,"PARSIPPANY TROY HILLS TWP 1.3, NJ US"
2018-01-01,SNWD,GHCND:US1NJMS0089,13.0,"PARSIPPANY TROY HILLS TWP 1.3, NJ US"
2018-01-01,WESF,GHCND:US1NJMS0089,0.0,"PARSIPPANY TROY HILLS TWP 1.3, NJ US"
2018-01-01,PRCP,GHCND:US1NJPS0005,0.0,"HAWTHORNE 0.4 S, NJ US"
2018-01-01,SNOW,GHCND:US1NJPS0005,0.0,"HAWTHORNE 0.4 S, NJ US"
2018-01-01,SNWD,GHCND:US1NJPS0005,10.0,"HAWTHORNE 0.4 S, NJ US"
2018-01-01,WESF,GHCND:US1NJPS0005,0.0,"HAWTHORNE 0.4 S, NJ US"
2018-01-01,PRCP,GHCND:US1NJPS0012,0.0,"LITTLE FALLS TWP 0.5 WNW, NJ US"
2018-01-01,SNOW,GHCND:US1NJPS0012,0.0,"LITTLE FALLS TWP 0.5 WNW, NJ US"
2018-01-01,SNWD,GHCND:US1NJPS0012,13.0,"LITTLE FALLS TWP 0.5 WNW, NJ US"
2018-01-01,PRCP,GHCND:US1NJPS0014,0.0,"HAWTHORNE 1.0 SSE, NJ US"
2018-01-01,SNOW,GHCND:US1NJPS0014,0.0,"HAWTHORNE 1.0 SSE, NJ US"
2018-01-01,SNWD,GHCND:US1NJPS0014,0.0,"HAWTHORNE 1.0 SSE, NJ US"
2018-01-01,PRCP,GHCND:US1NJPS0022,0.0,"RINGWOOD 3.0 SSE, NJ US"
2018-01-01,SNOW,GHCND:US1NJPS0022,0.0,"RINGWOOD 3.0 SSE, NJ US"
2018-01-01,PRCP,GHCND:US1NJPS0025,0.0,"BLOOMINGDALE 0.7 SSE, NJ US"
2018-01-01,SNOW,GHCND:US1NJPS0025,0.0,"BLOOMINGDALE 0.7 SSE, NJ US"
2018-01-01,PRCP,GHCND:US1NJUN0003,0.0,"LINDEN 2.2 NW, NJ US"
2018-01-01,SNOW,GHCND:US1NJUN0003,0.0,"LINDEN 2.2 NW, NJ US"
2018-01-01,PRCP,GHCND:US1NJUN0010,0.0,"NEW PROVIDENCE 0.8 ESE, NJ US"
2018-01-01,SNOW,GHCND:US1NJUN0010,0.0,"NEW PROVIDENCE 0.8 ESE, NJ US"
2018-01-01,SNWD,GHCND:US1NJUN0010,13.0,"NEW PROVIDENCE 0.8 ESE, NJ US"
2018-01-01,PRCP,GHCND:US1NJUN0014,0.0,"WESTFIELD 0.6 NE, NJ US"
2018-01-01,PRCP,GHCND:US1NJUN0017,0.0,"CRANFORD TWP 1.1 NNW, NJ US"
2018-01-01,SNOW,GHCND:US1NJUN0017,0.0,"CRANFORD TWP 1.1 NNW, NJ US"
2018-01-01,PRCP,GHCND:US1NYKN0025,0.0,"BROOKLYN 3.1 NW, NY US"
2018-01-01,SNOW,GHCND:US1NYKN0025,0.0,"BROOKLYN 3.1 NW, NY US"
2018-01-01,WESF,GHCND:US1NYKN0025,0.0,"BROOKLYN 3.1 NW, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0007,0.0,"FLORAL PARK 0.4 W, NY US"
2018-01-01,SNOW,GHCND:US1NYNS0007,0.0,"FLORAL PARK 0.4 W, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0014,0.0,"LYNBROOK 0.3 NW, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0024,0.0,"NORTH WANTAGH 0.4 WSW, NY US"
2018-01-01,SNOW,GHCND:US1NYNS0024,0.0,"NORTH WANTAGH 0.4 WSW, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0027,0.0,"PORT WASHINGTON 0.8 N, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0030,0.0,"PLAINEDGE 0.4 WSW, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0034,0.0,"WANTAGH 0.3 ESE, NY US"
2018-01-01,SNOW,GHCND:US1NYNS0034,0.0,"WANTAGH 0.3 ESE, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0035,0.0,"VALLEY STREAM 0.6 SE, NY US"
2018-01-01,SNOW,GHCND:US1NYNS0035,0.0,"VALLEY STREAM 0.6 SE, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0036,0.0,"SYOSSET 2.0 SSW, NY US"
2018-01-01,SNOW,GHCND:US1NYNS0036,0.0,"SYOSSET 2.0 SSW, NY US"
2018-01-01,SNWD,GHCND:US1NYNS0036,0.0,"SYOSSET 2.0 SSW, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0042,0.0,"ALBERTSON 0.2 SSE, NY US"
2018-01-01,SNOW,GHCND:US1NYNS0042,0.0,"ALBERTSON 0.2 SSE, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0043,0.0,"PLAINVIEW 0.4 ENE, NY US"
2018-01-01,SNOW,GHCND:US1NYNS0043,0.0,"PLAINVIEW 0.4 ENE, NY US"
2018-01-01,SNWD,GHCND:US1NYNS0043,13.0,"PLAINVIEW 0.4 ENE, NY US"
2018-01-01,WESD,GHCND:US1NYNS0043,0.3,"PLAINVIEW 0.4 ENE, NY US"
2018-01-01,PRCP,GHCND:US1NYNS0046,0.0,"MASSAPEQUA PARK 1.2 N, NY US"
2018-01-01,PRCP,GHCND:US1NYQN0002,0.0,"MIDDLE VILLAGE 0.5 SW, NY US"
2018-01-01,PRCP,GHCND:US1NYQN0027,0.0,"SADDLE ROCK 3.4 WSW, NY US"
2018-01-01,SNWD,GHCND:US1NYQN0027,13.0,"SADDLE ROCK 3.4 WSW, NY US"
2018-01-01,WESD,GHCND:US1NYQN0027,0.5,"SADDLE ROCK 3.4 WSW, NY US"
2018-01-01,PRCP,GHCND:US1NYRC0001,0.0,"STATEN ISLAND 4.5 SSE, NY US"
2018-01-01,SNOW,GHCND:US1NYRC0001,0.0,"STATEN ISLAND 4.5 SSE, NY US"
2018-01-01,PRCP,GHCND:US1NYRC0002,0.0,"STATEN ISLAND 1.4 SE, NY US"
2018-01-01,SNOW,GHCND:US1NYRC0002,0.0,"STATEN ISLAND 1.4 SE, NY US"
2018-01-01,SNWD,GHCND:US1NYRC0002,25.0,"STATEN ISLAND 1.4 SE, NY US"
2018-01-01,WESD,GHCND:US1NYRC0002,1.0,"STATEN ISLAND 1.4 SE, NY US"
2018-01-01,WESF,GHCND:US1NYRC0002,0.0,"STATEN ISLAND 1.4 SE, NY US"
2018-01-01,PRCP,GHCND:US1NYRL0005,0.0,"WEST NYACK 1.3 WSW, NY US"
2018-01-01,PRCP,GHCND:US1NYSF0061,0.0,"CENTERPORT 0.9 SW, NY US"
2018-01-01,SNOW,GHCND:US1NYSF0061,0.0,"CENTERPORT 0.9 SW, NY US"
2018-01-01,PRCP,GHCND:US1NYSF0062,0.0,"COPIAGUE 0.4 ENE, NY US"
2018-01-01,PRCP,GHCND:US1NYSF0092,0.0,"AMITYVILLE 0.6 NNE, NY US"
2018-01-01,SNOW,GHCND:US1NYSF0092,0.0,"AMITYVILLE 0.6 NNE, NY US"
2018-01-01,PRCP,GHCND:US1NYWC0018,0.0,"ARMONK 0.3 SE, NY US"
2018-01-01,SNOW,GHCND:US1NYWC0018,0.0,"ARMONK 0.3 SE, NY US"
2018-01-01,SNWD,GHCND:US1NYWC0018,51.0,"ARMONK 0.3 SE, NY US"
2018-01-01,WESF,GHCND:US1NYWC0018,0.0,"ARMONK 0.3 SE, NY US"
2018-01-01,SNOW,GHCND:US1NYWC0019,25.0,"ELMSFORD 0.8 SSW, NY US"
2018-01-01,SNWD,GHCND:US1NYWC0019,25.0,"ELMSFORD 0.8 SSW, NY US"
2018-01-01,PRCP,GHCND:USC00066655,0.0,"PUTNAM LAKE, CT US"
2018-01-01,PRCP,GHCND:USC00280907,0.0,"BOONTON 1 SE, NJ US"
2018-01-01,SNOW,GHCND:USC00280907,0.0,"BOONTON 1 SE, NJ US"
2018-01-01,SNWD,GHCND:USC00280907,0.0,"BOONTON 1 SE, NJ US"
2018-01-01,TMAX,GHCND:USC00280907,-10.6,"BOONTON 1 SE, NJ US"
2018-01-01,TMIN,GHCND:USC00280907,-15.6,"BOONTON 1 SE, NJ US"
2018-01-01,TOBS,GHCND:USC00280907,-15.6,"BOONTON 1 SE, NJ US"
2018-01-01,PRCP,GHCND:USC00281335,0.0,"CANOE BROOK, NJ US"
2018-01-01,SNOW,GHCND:USC00281335,0.0,"CANOE BROOK, NJ US"
2018-01-01,TMAX,GHCND:USC00281335,-7.8,"CANOE BROOK, NJ US"
2018-01-01,TMIN,GHCND:USC00281335,-15.0,"CANOE BROOK, NJ US"
2018-01-01,PRCP,GHCND:USC00283704,0.0,"HARRISON, NJ US"
2018-01-01,SNOW,GHCND:USC00283704,0.0,"HARRISON, NJ US"
2018-01-01,SNWD,GHCND:USC00283704,0.0,"HARRISON, NJ US"
2018-01-01,TMAX,GHCND:USC00283704,-7.2,"HARRISON, NJ US"
2018-01-01,TMIN,GHCND:USC00283704,-15.0,"HARRISON, NJ US"
2018-01-01,TOBS,GHCND:USC00283704,-15.0,"HARRISON, NJ US"
2018-01-01,PRCP,GHCND:USC00289187,0.0,"WANAQUE RAYMOND DAM, NJ US"
2018-01-01,SNOW,GHCND:USC00289187,0.0,"WANAQUE RAYMOND DAM, NJ US"
2018-01-01,SNWD,GHCND:USC00289187,25.0,"WANAQUE RAYMOND DAM, NJ US"
2018-01-01,TMIN,GHCND:USC00289187,-22.2,"WANAQUE RAYMOND DAM, NJ US"
2018-01-01,PRCP,GHCND:USC00301309,0.0,"CENTERPORT, NY US"
2018-01-01,SNOW,GHCND:USC00301309,0.0,"CENTERPORT, NY US"
2018-01-01,SNWD,GHCND:USC00301309,0.0,"CENTERPORT, NY US"
2018-01-01,TMAX,GHCND:USC00301309,-9.4,"CENTERPORT, NY US"
2018-01-01,TMIN,GHCND:USC00301309,-14.4,"CENTERPORT, NY US"
2018-01-01,TOBS,GHCND:USC00301309,-14.4,"CENTERPORT, NY US"
2018-01-01,PRCP,GHCND:USC00308577,0.0,"SYOSSET, NY US"
2018-01-01,SNOW,GHCND:USC00308577,0.0,"SYOSSET, NY US"
2018-01-01,SNWD,GHCND:USC00308577,0.0,"SYOSSET, NY US"
2018-01-01,TMAX,GHCND:USC00308577,-9.4,"SYOSSET, NY US"
2018-01-01,TMIN,GHCND:USC00308577,-15.0,"SYOSSET, NY US"
2018-01-01,TOBS,GHCND:USC00308577,-14.4,"SYOSSET, NY US"
2018-01-01,AWND,GHCND:USW00014732,7.6,"LA GUARDIA AIRPORT, NY US"
2018-01-01,PRCP,GHCND:USW00014732,0.0,"LA GUARDIA AIRPORT, NY US"
2018-01-01,SNOW,GHCND:USW00014732,0.0,"LA GUARDIA AIRPORT, NY US"
2018-01-01,SNWD,GHCND:USW00014732,0.0,"LA GUARDIA AIRPORT, NY US"
2018-01-01,TAVG,GHCND:USW00014732,-10.8,"LA GUARDIA AIRPORT, NY US"
2018-01-01,TMAX,GHCND:USW00014732,-7.1,"LA GUARDIA AIRPORT, NY US"
2018-01-01,TMIN,GHCND:USW00014732,-13.2,"LA GUARDIA AIRPORT, NY US"
2018-01-01,WDF2,GHCND:USW00014732,320.0,"LA GUARDIA AIRPORT, NY US"
2018-01-01,WDF5,GHCND:USW00014732,300.0,"LA GUARDIA AIRPORT, NY US"
2018-01-01,WSF2,GHCND:USW00014732,11.2,"LA GUARDIA AIRPORT, NY US"
2018-01-01,WSF5,GHCND:USW00014732,14.3,"LA GUARDIA AIRPORT, NY US"
2018-01-01,AWND,GHCND:USW00014734,5.7,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,PRCP,GHCND:USW00014734,0.0,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,SNOW,GHCND:USW00014734,0.0,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,SNWD,GHCND:USW00014734,0.0,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,TAVG,GHCND:USW00014734,-11.1,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,TMAX,GHCND:USW00014734,-6.6,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,TMIN,GHCND:USW00014734,-14.3,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,WDF2,GHCND:USW00014734,330.0,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,WDF5,GHCND:USW00014734,320.0,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,WSF2,GHCND:USW00014734,10.7,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,WSF5,GHCND:USW00014734,14.3,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US"
2018-01-01,AWND,GHCND:USW00054743,2.9,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,PGTM,GHCND:USW00054743,1011.0,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,PRCP,GHCND:USW00054743,0.0,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,TMAX,GHCND:USW00054743,-7.7,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,TMIN,GHCND:USW00054743,-16.0,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,WDF2,GHCND:USW00054743,320.0,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,WDF5,GHCND:USW00054743,320.0,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,WSF2,GHCND:USW00054743,7.6,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,WSF5,GHCND:USW00054743,11.2,"CALDWELL ESSEX CO AIRPORT, NJ US"
2018-01-01,AWND,GHCND:USW00054787,3.8,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,PGTM,GHCND:USW00054787,1245.0,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,PRCP,GHCND:USW00054787,0.0,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,TMAX,GHCND:USW00054787,-7.7,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,TMIN,GHCND:USW00054787,-14.3,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,WDF2,GHCND:USW00054787,330.0,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,WDF5,GHCND:USW00054787,310.0,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,WSF2,GHCND:USW00054787,7.2,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,WSF5,GHCND:USW00054787,10.3,"FARMINGDALE REPUBLIC AIRPORT, NY US"
2018-01-01,AWND,GHCND:USW00094728,3.5,"NY CITY CENTRAL PARK, NY US"
2018-01-01,PRCP,GHCND:USW00094728,0.0,"NY CITY CENTRAL PARK, NY US"
2018-01-01,SNOW,GHCND:USW00094728,0.0,"NY CITY CENTRAL PARK, NY US"
2018-01-01,SNWD,GHCND:USW00094728,0.0,"NY CITY CENTRAL PARK, NY US"
2018-01-01,TMAX,GHCND:USW00094728,-7.1,"NY CITY CENTRAL PARK, NY US"
2018-01-01,TMIN,GHCND:USW00094728,-13.8,"NY CITY CENTRAL PARK, NY US"
2018-01-01,WDF2,GHCND:USW00094728,300.0,"NY CITY CENTRAL PARK, NY US"
2018-01-01,WDF5,GHCND:USW00094728,300.0,"NY CITY CENTRAL PARK, NY US"
2018-01-01,WSF2,GHCND:USW00094728,6.7,"NY CITY CENTRAL PARK, NY US"
2018-01-01,WSF5,GHCND:USW00094728,11.2,"NY CITY CENTRAL PARK, NY US"
2018-01-01,AWND,GHCND:USW00094741,5.6,"TETERBORO AIRPORT, NJ US"
2018-01-01,PGTM,GHCND:USW00094741,947.0,"TETERBORO AIRPORT, NJ US"
2018-01-01,PRCP,GHCND:USW00094741,0.0,"TETERBORO AIRPORT, NJ US"
2018-01-01,TMAX,GHCND:USW00094741,-6.6,"TETERBORO AIRPORT, NJ US"
2018-01-01,TMIN,GHCND:USW00094741,-14.3,"TETERBORO AIRPORT, NJ US"
2018-01-01,WDF2,GHCND:USW00094741,310.0,"TETERBORO AIRPORT, NJ US"
2018-01-01,WDF5,GHCND:USW00094741,320.0,"TETERBORO AIRPORT, NJ US"
2018-01-01,WSF2,GHCND:USW00094741,9.4,"TETERBORO AIRPORT, NJ US"
2018-01-01,WSF5,GHCND:USW00094741,13.4,"TETERBORO AIRPORT, NJ US"
2018-01-01,AWND,GHCND:USW00094745,5.7,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,PGTM,GHCND:USW00094745,1455.0,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,PRCP,GHCND:USW00094745,0.0,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,TMAX,GHCND:USW00094745,-8.8,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,TMIN,GHCND:USW00094745,-15.5,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,WDF2,GHCND:USW00094745,290.0,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,WDF5,GHCND:USW00094745,310.0,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,WSF2,GHCND:USW00094745,9.8,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,WSF5,GHCND:USW00094745,13.4,"WESTCHESTER CO AIRPORT, NY US"
2018-01-01,AWND,GHCND:USW00094789,7.9,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,PRCP,GHCND:USW00094789,0.0,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,SNOW,GHCND:USW00094789,0.0,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,SNWD,GHCND:USW00094789,0.0,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,TAVG,GHCND:USW00094789,-11.3,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,TMAX,GHCND:USW00094789,-7.7,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,TMIN,GHCND:USW00094789,-13.8,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,WDF2,GHCND:USW00094789,310.0,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,WDF5,GHCND:USW00094789,310.0,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,WSF2,GHCND:USW00094789,13.0,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-01,WSF5,GHCND:USW00094789,15.2,"JFK INTERNATIONAL AIRPORT, NY US"
2018-01-02,PRCP,GHCND:US1CTFR0039,0.0,"STAMFORD 4.2 S, CT US"
2018-01-02,PRCP,GHCND:US1NJBG0015,0.0,"NORTH ARLINGTON 0.7 WNW, NJ US"
2018-01-02,SNOW,GHCND:US1NJBG0015,0.0,"NORTH ARLINGTON 0.7 WNW, NJ US"
2018-01-02,PRCP,GHCND:US1NJBG0017,0.0,"GLEN ROCK 0.7 SSE, NJ US"
2018-01-02,SNOW,GHCND:US1NJBG0017,0.0,"GLEN ROCK 0.7 SSE, NJ US"
2018-01-02,SNWD,GHCND:US1NJBG0017,0.0,"GLEN ROCK 0.7 SSE, NJ US"
2018-01-02,PRCP,GHCND:US1NJBG0018,0.0,"PALISADES PARK 0.2 WNW, NJ US"
2018-01-02,SNOW,GHCND:US1NJBG0018,0.0,"PALISADES PARK 0.2 WNW, NJ US"
2018-01-02,SNWD,GHCND:US1NJBG0018,0.0,"PALISADES PARK 0.2 WNW, NJ US"
2018-01-02,PRCP,GHCND:US1NJBG0023,0.0,"OAKLAND 0.9 SSE, NJ US"
2018-01-02,SNOW,GHCND:US1NJBG0023,0.0,"OAKLAND 0.9 SSE, NJ US"
2018-01-02,SNWD,GHCND:US1NJBG0023,25.0,"OAKLAND 0.9 SSE, NJ US"
2018-01-02,PRCP,GHCND:US1NJBG0030,0.0,"OAKLAND 1.0 ESE, NJ US"
2018-01-02,PRCP,GHCND:US1NJBG0039,0.0,"RIVER EDGE 0.4 NNE, NJ US"
2018-01-02,PRCP,GHCND:US1NJBG0044,0.0,"TENAFLY 1.6 NW, NJ US"
2018-01-02,PRCP,GHCND:US1NJES0018,0.0,"MAPLEWOOD TWP 0.9 SE, NJ US"
2018-01-02,SNOW,GHCND:US1NJES0018,0.0,"MAPLEWOOD TWP 0.9 SE, NJ US"
2018-01-02,PRCP,GHCND:US1NJES0024,0.0,"CEDAR GROVE TWP 0.4 W, NJ US"
2018-01-02,SNOW,GHCND:US1NJES0024,0.0,"CEDAR GROVE TWP 0.4 W, NJ US"
2018-01-02,SNWD,GHCND:US1NJES0024,0.0,"CEDAR GROVE TWP 0.4 W, NJ US"
2018-01-02,PRCP,GHCND:US1NJHD0001,0.0,"HARRISON 0.3 N, NJ US"
2018-01-02,SNOW,GHCND:US1NJHD0001,0.0,"HARRISON 0.3 N, NJ US"
2018-01-02,SNWD,GHCND:US1NJHD0001,0.0,"HARRISON 0.3 N, NJ US"
2018-01-02,PRCP,GHCND:US1NJHD0002,0.0,"KEARNY 1.7 NW, NJ US"
2018-01-02,SNOW,GHCND:US1NJHD0002,0.0,"KEARNY 1.7 NW, NJ US"
2018-01-02,SNWD,GHCND:US1NJHD0002,13.0,"KEARNY 1.7 NW, NJ US"
2018-01-02,PRCP,GHCND:US1NJMD0043,0.0,"WOODBRIDGE TWP 1.1 ESE, NJ US"
2018-01-02,SNOW,GHCND:US1NJMD0043,0.0,"WOODBRIDGE TWP 1.1 ESE, NJ US"
2018-01-02,PRCP,GHCND:US1NJMD0045,0.0,"WOODBRIDGE TWP 1.1 NNE, NJ US"
2018-01-02,SNOW,GHCND:US1NJMD0045,0.0,"WOODBRIDGE TWP 1.1 NNE, NJ US"
2018-01-02,PRCP,GHCND:US1NJMD0062,0.0,"OLD BRIDGE TWP 5.1 NE, NJ US"
